PMC7120876	Pflanzenphysiologie
PMC5094359	Nat_Biotechnol
PMC4818647	Hand_Clin
PMC4755672	Plant_Pathol_J
PMC4743072	Cold_Spring_Harb_Perspect_Med
PMC4730238	Sci_Rep
PMC4730779	Parasit_Vectors
PMC4728800	Genome_Biol
PMC4756611	Acta_Crystallogr_D_Struct_Biol
PMC4772637	Case_Rep_Ophthalmol
PMC4940219	Lancet
PMC4897834	Chin_J_Traumatol
PMC4770487	Asian_J_Androl
PMC4712979	Cancer_Inform
PMC4709418	Front_Plant_Sci
PMC4706430	PLoS_Negl_Trop_Dis
PMC4698491	World_J_Gastroenterol
PMC4746679	Plant_Cell
PMC4738003	Trends_Immunol
PMC4685580	Philos_Trans_R_Soc_Lond_B_Biol_Sci
PMC4685576	Philos_Trans_R_Soc_Lond_B_Biol_Sci
PMC5064727	J_Appl_Toxicol
PMC5157159	Pac_Symp_Biocomput
PMC4922632	Methods_Mol_Biol
PMC4836060	Methods_Mol_Biol
PMC4780804	Breed_Sci
PMC4780796	Breed_Sci
PMC5084693	Semin_Immunol
PMC4958760	J_Thorac_Dis
PMC5138200	Front_Microbiol
PMC4751268	Front_Microbiol
PMC5105665	J_Virol
PMC4871359	PLoS_Pathog
PMC4706650	Biol_Direct
PMC5068742	PLoS_One
PMC4771326	Appl_Environ_Microbiol
PMC5086622	Viruses
PMC7111218	Trends_Microbiol
PMC5004865	PLoS_Pathog
PMC4989896	BMC_Med_Genomics
PMC4937319	Nucleic_Acids_Res
PMC4833323	PLoS_One
PMC5470542	Nat_Genet
PMC5224470	Nucleic_Acids_Res
PMC4959193	Appl_Environ_Microbiol
PMC4792456	PLoS_One
PMC4810640	J_Virol
PMC4814309	Arch_Virol
PMC4728579	Viruses
PMC5159574	Genome_Announc
PMC4722261	Genome_Announc
PMC5200972	BMC_Biol
PMC5206561	Proc_Natl_Acad_Sci_U_S_A
PMC4983792	BMC_Biol
PMC4981548	Cell_Metab
PMC4878467	Proc_Natl_Acad_Sci_U_S_A
PMC4844689	Nat_Commun
PMC4822599	Proc_Natl_Acad_Sci_U_S_A
PMC4798954	eLife
PMC4914476	Curr_Opin_Genet_Dev
PMC4702108	Sci_Rep
PMC7121886	Recombinant_Virus_Vaccines
PMC5348977	Microb_Cell
PMC5203790	Genome_Biol_Evol
PMC5210030	Virus_Evol
PMC5028413	Nat_Commun
PMC5021396	J_Virol
PMC4909269	PLoS_Genet
PMC4904412	Sci_Rep
PMC4878294	Front_Microbiol
PMC4873144	PLoS_One
PMC5042664	J_Am_Soc_Nephrol
PMC5030686	ISME_J
PMC4810480	mBio
PMC4746482	Front_Plant_Sci
PMC4743939	PLoS_One
PMC5408774	Bioinformatics
PMC5105102	Genome_Announc
PMC5168678	PeerJ
PMC5057469	BMC_Evol_Biol
PMC6638259	Mol_Plant_Pathol
PMC5027869	Mem_Inst_Oswaldo_Cruz
PMC4962555	Front_Microbiol
PMC4944956	PLoS_Pathog
PMC5180597	Brain_Disord_Ther
PMC4880969	BMC_Genet
PMC4877655	Sci_Rep
PMC4796025	Virus_Res
PMC4815063	BMC_Genomics
PMC4814473	Front_Microbiol
PMC4810534	J_Virol
PMC4807080	PLoS_One
PMC4729746	Indian_J_Microbiol
PMC4701432	PLoS_One
PMC5159602	IMA_Fungus
PMC5186783	Front_Genet
PMC5165191	J_Virol
PMC5210574	Nucleic_Acids_Res
PMC5126363	J_Virol
PMC5114724	BMC_Evol_Biol
PMC5078974	BMC_Infect_Dis
PMC5026126	JCI_Insight
PMC5804529	Environ_Epigenet
PMC5630975	Genome_Biol_Evol
PMC5629928	Genome_Biol_Evol
PMC4950998	Nature
PMC4932879	Sci_Data
PMC4928363	Biotechnol_Biofuels
PMC4921024	BMC_Genomics
PMC4891356	Front_Microbiol
PMC4943186	Genome_Biol_Evol
PMC4786312	PLoS_One
PMC4780098	Sci_Rep
PMC4824008	Genome_Biol_Evol
PMC4750969	PLoS_Pathog
PMC4752607	mBio
PMC4719634	J_Virol
PMC4710996	Microbiome
PMC5034119	Genome_Announc
PMC4974313	Genome_Announc
PMC4842653	Transl_Androl_Urol
PMC4807230	Genome_Announc
PMC5859990	Bioinformatics
PMC5026451	Genome_Announc
PMC5159349	Ann_Transl_Med
PMC5064101	Genome_Announc
PMC5391705	AoB_Plants
PMC5203640	Infect_Immun
PMC5243773	Ecol_Evol
PMC5200936	Genomics_Proteomics_Bioinformatics
PMC5357569	Bioinformation
PMC5146893	Genome_Biol
PMC5148923	Comput_Struct_Biotechnol_J
PMC5312244	Microbiol_Mol_Biol_Rev
PMC5127031	Viruses
PMC5112689	BMC_Genomics
PMC5113152	Biophys_J
PMC5110177	J_Virol
PMC5123244	BMC_Bioinformatics
PMC5159562	Nucleic_Acids_Res
PMC5080718	BMC_Evol_Biol
PMC5075285	Cell
PMC5381506	Genome_Biol_Evol
PMC5087002	Proc_Natl_Acad_Sci_U_S_A
PMC5050341	mBio
PMC5036934	Infect_Genet_Evol
PMC5042518	PLoS_One
PMC5031697	Front_Plant_Sci
PMC5031435	PLoS_Negl_Trop_Dis
PMC4990571	Int_J_Ophthalmol
PMC4977670	BMC_Genomics
PMC4950256	Front_Physiol
PMC4961137	Proc_Natl_Acad_Sci_U_S_A
PMC5017803	Microbes_Environ
PMC5756482	J_Gen_Virol
PMC4991334	Plant_Signal_Behav
PMC4941427	Proc_Natl_Acad_Sci_U_S_A
PMC4920774	Indian_J_Microbiol
PMC4893296	Virol_J
PMC5148203	ISME_J
PMC4886778	J_Virol
PMC4880179	PLoS_One
PMC4890304	Nat_Commun
PMC4877112	PLoS_One
PMC4859942	Cell_Stem_Cell
PMC4859175	Genome_Announc
PMC4857294	BMC_Microbiol
PMC4850730	Plant_Methods
PMC5449196	New_Phytol
PMC4845436	Plant_Methods
PMC4818920	BMC_Evol_Biol
PMC4820370	Sci_Adv
PMC4905539	Genetics
PMC4977844	Nature
PMC4817255	mBio
PMC4807772	PLoS_One
PMC4931396	Plants_
PMC4807595	Genome_Biol
PMC4833250	Proc_Natl_Acad_Sci_U_S_A
PMC4980996	Plant_Biotechnol_J
PMC4858980	J_Biol_Chem
PMC4810643	J_Virol
PMC4824201	Genome_Biol_Evol
PMC4825420	Genome_Biol_Evol
PMC4743101	Cilia
PMC4728369	Genome_Res
PMC4918440	ISME_J
PMC4731521	Front_Plant_Sci
PMC4775149	Plant_Physiol
PMC4863609	mSphere
PMC4866521	Bioinformatics
PMC4710500	PLoS_One
PMC5070806	Methods_Mol_Biol
PMC5363323	Mol_Ther_Methods_Clin_Dev
PMC5210384	Physiol_Rep
PMC5155301	Sci_Rep
PMC5131442	Virol_J
PMC5126046	Front_Microbiol
PMC5224686	Version_1
PMC5711450	RNA_Biol
PMC5104408	PLoS_One
PMC5203774	Genome_Biol_Evol
PMC5103831	PeerJ
PMC5098217	Sci_Rep
PMC5097135	Nat_Commun
PMC5546212	Science
PMC5086561	Appl_Environ_Microbiol
PMC5070846	PLoS_Negl_Trop_Dis
PMC5064358	Sci_Rep
PMC5051939	PLoS_Comput_Biol
PMC5038424	Emerg_Infect_Dis
PMC5100749	Plant_Physiol
PMC5029033	BMC_Genomics
PMC5056096	Proc_Natl_Acad_Sci_U_S_A
PMC5035965	Viruses
PMC5004134	Sci_Rep
PMC5000499	Genet_Sel_Evol
PMC5001667	Onco_Targets_Ther
PMC4994307	BMC_Evol_Biol
PMC4989873	Sci_Rep
PMC5100355	RNA_Biol
PMC5315475	ISME_J
PMC4977879	Biol_Direct
PMC5138430	J_Vet_Med_Sci
PMC5041486	Nucleic_Acids_Res
PMC5002976	Genes_Dev
PMC5027510	Nucleic_Acids_Res
PMC4962025	Mar_Drugs
PMC4945904	Sci_Rep
PMC4932002	Springerplus
PMC4931502	Sci_Rep
PMC4963815	Curr_Protoc_Mol_Biol
PMC4955522	Mol_Cell
PMC5320644	Microb_Genom
PMC5014001	RNA_Biol
PMC4892684	PLoS_One
PMC4886515	Sci_Rep
PMC4949557	Bioessays
PMC4882834	BMC_Evol_Biol
PMC4874684	PLoS_One
PMC4870751	BMC_Evol_Biol
PMC4860592	Sci_Rep
PMC4937467	Genetics
PMC4849778	PLoS_Pathog
PMC6147167	Genes_Dis
PMC4836318	J_Virol
PMC4840895	Cell_Host_Microbe
PMC6280799	Bioinformatics
PMC4900259	J_Biol_Chem
PMC4860681	Genome_Biol_Evol
PMC4810484	mBio
PMC4762779	PLoS_Pathog
PMC4756621	Database_
PMC4735018	Cell
PMC4729483	PLoS_One
PMC4726344	Sci_Rep
PMC4719218	J_Transl_Med
PMC4725937	Sci_Rep
PMC4725016	mBio
PMC4700609	BMC_Evol_Biol
PMC4699747	PLoS_One
PMC5374867	Hum_Gene_Ther
PMC4750375	Front_Biosci_
PMC4691792	Cold_Spring_Harb_Perspect_Biol
PMC4859170	Genome_Announc
PMC4911479	Genome_Announc
PMC4974317	Genome_Announc
PMC4891634	Genome_Announc
PMC4982279	Genome_Announc
PMC5034137	Genome_Announc
PMC4866836	Genome_Announc
PMC5037205	Data_Brief
PMC5105108	Genome_Announc
PMC4945806	Genome_Announc
PMC5219630	New_Microbes_New_Infect
PMC4945805	Genome_Announc
PMC4991695	Genome_Announc
PMC4714119	Genome_Announc
PMC4751324	Genome_Announc
PMC5000827	Genome_Announc
PMC4919401	Genome_Announc
PMC4982277	Genome_Announc
PMC5064119	Genome_Announc
PMC4991721	Genome_Announc
PMC4929511	Genome_Announc
PMC5043550	Genome_Announc
PMC5000825	Genome_Announc
PMC4929518	Genome_Announc
PMC5114362	Genome_Announc
PMC4901229	Genome_Announc
PMC4929510	Genome_Announc
PMC5073274	Genome_Announc
PMC4732331	Genome_Announc
PMC4982294	Genome_Announc
PMC5181569	Bioinformatics
PMC5192249	Data_Brief
PMC4850857	Genome_Announc
PMC4943364	Einstein_
PMC7119051	Trends_Microbiol
PMC4920124	Bioinformatics
PMC5064110	Genome_Announc
PMC4866861	Genome_Announc
PMC5159369	Ann_Transl_Med
PMC5048068	Bioinformatics
PMC5408798	Bioinformatics
PMC5048066	Bioinformatics
PMC7169677	Wiley_Interdiscip_Rev_RNA
PMC7168383	Mol_Ecol
PMC7122455	RNA_Vaccines
PMC7114520	Virus_Res
PMC7102731	Curr_Opin_Virol
PMC7094507	J_Comp_Pathol
PMC7087267	Arch_Virol
PMC5216882	Prev_Nutr_Food_Sci
PMC5203621	Appl_Environ_Microbiol
PMC5531043	J_Virol_Methods
PMC5582276	Asian-Australas_J_Anim_Sci
PMC5240707	Proc_Natl_Acad_Sci_U_S_A
PMC5198112	Neoplasia
PMC5491842	Genome_Biol_Evol
PMC5260043	BMC_Syst_Biol
PMC5260001	BMC_Genomics
PMC5215475	Biomed_Res_Int
PMC5179238	PLoS_One
PMC5180373	Emerg_Microbes_Infect
PMC5203871	Evid_Based_Complement_Alternat_Med
PMC5330435	Epigenetics
PMC5287433	Pharmacogenet_Genomics
PMC5201418	eLife
PMC5165122	Appl_Environ_Microbiol
PMC5204138	Proc_Biol_Sci
PMC5155227	Sci_Rep
PMC5206536	Proc_Natl_Acad_Sci_U_S_A
PMC5187891	Int_J_Mol_Sci
PMC5156303	mBio
PMC5154542	PLoS_One
PMC5718369	Curr_Opin_Syst_Biol
PMC5148010	PLoS_One
PMC5147911	PLoS_One
PMC5358707	Adipocyte
PMC5187852	Int_J_Mol_Sci
PMC5179188	Int_J_Mol_Med
PMC5408820	Bioinformatics
PMC5384614	Neurogenesis_
PMC5192490	Genes_
PMC5131686	AIDS
PMC5310237	Hum_Gene_Ther_Clin_Dev
PMC5189143	Emerg_Infect_Dis
PMC5134098	Genome_Biol
PMC5131502	J_Exp_Clin_Cancer_Res
PMC5204066	Open_Microbiol_J
PMC5126858	BMC_Evol_Biol
PMC5125014	Sci_Rep
PMC5149610	Biomed_Res_Int
PMC5354750	Oncotarget
PMC5187772	Int_J_Mol_Sci
PMC5334549	J_Hum_Genet
PMC5197956	Biomolecules
PMC5121581	Sci_Rep
PMC5120810	PLoS_One
PMC5120462	J_Transl_Med
PMC5791882	Nat_Genet
PMC5199620	Nat_Methods
PMC5150372	Proc_Natl_Acad_Sci_U_S_A
PMC5114307	Front_Microbiol
PMC5182094	Cell_Chem_Biol
PMC5112570	Sci_Rep
PMC5112265	Front_Plant_Sci
PMC6010204	Curr_Opin_Cell_Biol
PMC5381562	Genome_Biol_Evol
PMC5111408	mBio
PMC5108919	Front_Plant_Sci
PMC5153829	Biophys_Rev
PMC5101832	Sci_Rep
PMC5101194	Front_Plant_Sci
PMC5223516	Genetics
PMC5098276	BMC_Genomics
PMC5098175	Front_Plant_Sci
PMC5293262	Bio_Protoc
PMC5125868	Antiviral_Res
PMC5477650	Nat_Rev_Neurosci
PMC5133838	Int_J_Mol_Sci
PMC5390822	Gut_Microbes
PMC5093713	Sci_Rep
PMC5118098	Biochem_Biophys_Res_Commun
PMC5103838	Med_Sci_Monit
PMC5090869	Sci_Rep
PMC5300872	Microbiologyopen
PMC5088511	Cold_Spring_Harb_Perspect_Med
PMC5133457	DNA_Repair_
PMC6272988	Molecules
PMC5105673	J_Virol
PMC5085062	PLoS_One
PMC5210666	Nucleic_Acids_Res
PMC5206387	Physiol_Genomics
PMC5142758	NPJ_Breast_Cancer
PMC5082643	Mol_Vis
PMC5356772	Oncotarget
PMC5133779	Int_J_Mol_Sci
PMC5088524	BMC_Genomics
PMC5085789	Int_J_Mol_Sci
PMC5483602	Pediatr_Nephrol
PMC5409764	Genet_Mol_Biol
PMC5155343	Plant_Cell
PMC5098974	R_Soc_Open_Sci
PMC5070843	PLoS_One
PMC5210637	Nucleic_Acids_Res
PMC5068747	PLoS_Negl_Trop_Dis
PMC5067717	Sci_Rep
PMC5309337	Vaccine
PMC5316918	Plant_Biotechnol_J
PMC5066359	Appl_Environ_Microbiol
PMC5210635	Nucleic_Acids_Res
PMC5086615	Viruses
PMC5073990	J_Hematol_Oncol
PMC5117728	Emerg_Microbes_Infect
PMC5080515	Gastroenterol_Res_Pract
PMC5068439	PeerJ
PMC5087050	Proc_Natl_Acad_Sci_U_S_A
PMC5059766	Nat_Commun
PMC5055602	J_Bacteriol
PMC5054526	Sci_Rep
PMC5967609	Environ_Microbiol
PMC5053480	PLoS_One
PMC5356821	Oncotarget
PMC5756479	Microbiology_
PMC5051563	Plant_Pathol_J
PMC5038429	Emerg_Infect_Dis
PMC5227145	BMB_Rep
PMC5045660	BMC_Genomics
PMC5083919	Genes_
PMC5043549	Genome_Announc
PMC5043126	Blood
PMC6060409	Vaccine
PMC5046891	Proc_Biol_Sci
PMC5040440	PLoS_Comput_Biol
PMC6640787	ACS_Omega
PMC5038961	PLoS_Pathog
PMC5154832	Hum_Mutat
PMC5038615	Bioinform_Biol_Insights
PMC5035989	Sci_Rep
PMC5630946	Genome_Biol_Evol
PMC5316926	Plant_Biotechnol_J
PMC5086631	Toxins_
PMC5085632	Int_J_Mol_Sci
PMC5033603	PLoS_One
PMC5032792	Front_Plant_Sci
PMC5028707	Sci_Rep
PMC6496584	Cell_Prolif
PMC5047191	Proc_Natl_Acad_Sci_U_S_A
PMC5038050	Appl_Environ_Microbiol
PMC5025450	Front_Genet
PMC5026199	Evol_Bioinform_Online
PMC5025421	Rice_
PMC5025167	PLoS_One
PMC5023128	PLoS_Genet
PMC5022402	Vaccine
PMC5341995	Oncotarget
PMC5264503	Biochem_J
PMC5017767	PLoS_One
PMC5033908	JCI_Insight
PMC5015330	BMC_Plant_Biol
PMC5090704	EMBO_Rep
PMC5072463	Virus_Evol
PMC5306181	Virus_Genes
PMC5040191	Invest_Ophthalmol_Vis_Sci
PMC5025803	Nat_Commun
PMC5008807	PLoS_One
PMC5006002	Sci_Rep
PMC5161654	Curr_Opin_Genet_Dev
PMC5004622	Front_Plant_Sci
PMC5004162	Sci_Rep
PMC5019896	Int_J_Genomics
PMC4997635	World_J_Gastroenterol
PMC4999892	Sci_Rep
PMC5320591	Microb_Genom
PMC4997330	Sci_Rep
PMC4997328	Sci_Rep
PMC5383693	Curr_Genet
PMC5013236	Biomed_Res_Int
PMC4995192	Springerplus
PMC5043429	ACS_Cent_Sci
PMC5365063	Chem_Sci
PMC5065778	Arch_Toxicol
PMC5001204	BMC_Genomics
PMC4995892	Infect_Immun
PMC4991804	PLoS_Genet
PMC4991800	PLoS_Pathog
PMC5292722	N_Engl_J_Med
PMC5042784	Mol_Med_Rep
PMC5007304	Int_J_Genomics
PMC4989243	Sci_Rep
PMC4988970	Front_Cell_Dev_Biol
PMC4988008	BMC_Genomics
PMC5068947	G3_
PMC5038387	Oncol_Lett
PMC5024636	Proc_Natl_Acad_Sci_U_S_A
PMC5012862	eLife
PMC4988139	J_Virol
PMC5382963	J_Oral_Biosci
PMC5079366	J_Infect_Dis
PMC5000712	Int_J_Mol_Sci
PMC4984546	J_Bacteriol
PMC4981961	BMC_Genomics
PMC4980636	Sci_Rep
PMC5308289	Chem_Sci
PMC5026261	Mol_Biol_Evol
PMC5113106	Mol_Ther
PMC4980482	Nat_Commun
PMC4978521	eLife
PMC4977704	Respir_Res
PMC4977473	Front_Plant_Sci
PMC4992793	J_Immunol_Res
PMC4996444	Stem_Cells_Transl_Med
PMC4993186	Microb_Biotechnol
PMC4973169	Am_J_Trop_Med_Hyg
PMC5023402	Mol_Ther_Nucleic_Acids
PMC4970251	Retrovirology
PMC5156331	J_Gen_Virol
PMC4968819	PLoS_One
PMC4967302	Retrovirology
PMC5002277	Immunogenetics
PMC4965899	Neural_Dev
PMC4965137	PLoS_Genet
PMC4984644	J_Virol
PMC5343137	Microb_Genom
PMC5008457	Nat_Methods
PMC5008441	Nat_Genet
PMC4958995	Sci_Rep
PMC4958634	Front_Genet
PMC7012364	Eur_J_Cancer_Prev
PMC5485857	Science
PMC5018448	J_Microbiol_Methods
PMC4957109	Sci_Rep
PMC4951133	PLoS_One
PMC4965872	Mol_Syst_Biol
PMC5315481	ISME_J
PMC5041003	Life_
PMC4947078	Springerplus
PMC5113750	Science
PMC5023940	Mol_Genet_Genomic_Med
PMC5003736	Environ_Res
PMC4945094	PLoS_Genet
PMC4944309	Infect_Agent_Cancer
PMC4941574	Sci_Rep
PMC5013999	RNA_Biol
PMC4987118	Genome_Biol_Evol
PMC5009753	Nucleic_Acids_Res
PMC4935687	Front_Microbiol
PMC4950646	Biomed_Rep
PMC4935966	Nat_Commun
PMC4932374	J_Cell_Biol
PMC5596920	Cell_Syst
PMC4947631	Arch_Med_Sci
PMC5351775	Lancet
PMC4959200	Appl_Environ_Microbiol
PMC4959194	Appl_Environ_Microbiol
PMC4939261	Nature
PMC4939143	Nature
PMC4927632	Front_Plant_Sci
PMC6745713	Virology
PMC4961201	Proc_Natl_Acad_Sci_U_S_A
PMC4926085	Sci_Rep
PMC4923199	Front_Plant_Sci
PMC4924251	Virol_J
PMC4936140	J_Virol
PMC5288176	Oncotarget
PMC4940106	Mol_Med_Rep
PMC4917526	Front_Microbiol
PMC4932649	Emerg_Microbes_Infect
PMC4926514	Int_J_Mol_Sci
PMC4918217	Parasit_Vectors
PMC4917255	PLoS_One
PMC5041467	Nucleic_Acids_Res
PMC4916078	AMB_Express
PMC4915720	PLoS_One
PMC4915694	PLoS_Genet
PMC4965413	Neurotherapeutics
PMC4920954	Curr_Biol
PMC4926156	Toxins_
PMC4998159	Exp_Ther_Med
PMC4943190	Genome_Biol_Evol
PMC5016129	J_Biol_Chem
PMC5563076	Nat_Microbiol
PMC4906580	BMC_Genet
PMC4921132	Biomed_Res_Int
PMC4943199	Genome_Biol_Evol
PMC4898705	PLoS_One
PMC4926180	Viruses
PMC4926139	Toxins_
PMC4897596	Database_
PMC5837209	Syst_Biol
PMC4893229	BMC_Evol_Biol
PMC4891351	Front_Plant_Sci
PMC4938712	Structure
PMC4887470	Front_Plant_Sci
PMC4886770	J_Virol
PMC5295761	J_Phys_Chem_B
PMC5036924	Fly_
PMC4881024	Sci_Rep
PMC4888287	PeerJ
PMC4880296	PLoS_Pathog
PMC4879732	BMC_Microbiol
PMC5122419	Oncotarget
PMC4906898	Oncol_Lett
PMC4878778	PLoS_One
PMC5106293	Ann_Rheum_Dis
PMC4946946	J_Biol_Chem
PMC4890579	PLoS_One
PMC4881735	Onco_Targets_Ther
PMC4872230	Sci_Rep
PMC4914575	Dongwuxue_Yanjiu
PMC4869178	BMC_Genomics
PMC4872278	Mol_Vis
PMC5072394	Nat_Rev_Microbiol
PMC4862756	eLife
PMC5129968	Oncotarget
PMC5102820	Oncogene
PMC4943968	Dig_Dis_Sci
PMC4892958	Cell
PMC4889384	Proc_Natl_Acad_Sci_U_S_A
PMC4888085	Oncol_Lett
PMC4858267	PLoS_One
PMC4856287	PLoS_One
PMC4933213	J_Biol_Chem
PMC4852913	PLoS_One
PMC4852897	PLoS_One
PMC5403965	Curr_HIV_Res
PMC4819903	J_Virol_Methods
PMC4867070	Biomed_Res_Int
PMC4914115	Nucleic_Acids_Res
PMC4850484	Sci_Rep
PMC5862283	Brief_Bioinform
PMC4864102	Cell_Rep
PMC5366982	Virology
PMC4894688	mSphere
PMC4850273	mBio
PMC4845023	Sci_Rep
PMC4884158	Nat_Genet
PMC4868491	Proc_Natl_Acad_Sci_U_S_A
PMC4868461	Proc_Natl_Acad_Sci_U_S_A
PMC4848607	Viruses
PMC4829438	Lab_Chip
PMC4937318	Nucleic_Acids_Res
PMC4836754	PLoS_Genet
PMC4954920	J_Antimicrob_Chemother
PMC5216832	Oncotarget
PMC4833913	Biol_Direct
PMC4923324	Mol_Ther
PMC4830071	J_Biomed_Semantics
PMC6278828	Phys_Biol
PMC4939289	Curr_Opin_Genet_Dev
PMC4830232	PeerJ
PMC4821650	J_Exp_Med
PMC4830120	Mem_Inst_Oswaldo_Cruz
PMC4817767	Genome_Res
PMC4816566	PLoS_Pathog
PMC4814558	Front_Microbiol
PMC4814505	Front_Plant_Sci
PMC4822470	Proc_Biol_Sci
PMC4816701	Biophys_J
PMC4935604	FEBS_J
PMC4809547	PLoS_Genet
PMC4808217	Antimicrob_Agents_Chemother
PMC4808169	Antimicrob_Agents_Chemother
PMC4808155	Antimicrob_Agents_Chemother
PMC4807881	PLoS_Biol
PMC4848891	Int_J_Mol_Sci
PMC4839410	Proc_Natl_Acad_Sci_U_S_A
PMC4825693	Science
PMC4807110	PLoS_Biol
PMC4806318	Sci_Rep
PMC4926743	J_Am_Med_Inform_Assoc
PMC4818351	Data_Brief
PMC4802719	BMC_Microbiol
PMC4840659	Oncol_Lett
PMC5026855	Dev_Biol
PMC4800798	Mol_Cell_Biol
PMC4800863	J_Bacteriol
PMC4795653	PLoS_One
PMC4889936	Nucleic_Acids_Res
PMC4833512	Angew_Chem_Int_Ed_Engl
PMC4793742	Parasit_Vectors
PMC4793230	Sci_Rep
PMC4937190	Bioinformatics
PMC4829025	J_Vis_Exp
PMC4803052	Genes_Dev
PMC4791657	Front_Plant_Sci
PMC5214947	Cell_Mol_Immunol
PMC4844884	Infect_Genet_Evol
PMC4795919	Appl_Plant_Sci
PMC5576348	FEBS_J
PMC4784368	BMC_Genomics
PMC4780191	Sci_Rep
PMC4779448	Springerplus
PMC5116390	Chem_Res_Toxicol
PMC4919292	J_Reprod_Dev
PMC4817432	Ann_Bot
PMC4777875	Front_Plant_Sci
PMC5042673	J_Am_Soc_Nephrol
PMC4884612	Science
PMC4873450	Cancer_Epidemiol_Biomarkers_Prev
PMC4860683	Genome_Biol_Evol
PMC4840697	Exp_Ther_Med
PMC4854711	Plant_Physiol
PMC4813317	J_Cell_Sci
PMC4772119	Sci_Rep
PMC4772002	Sci_Rep
PMC4862421	Fly_
PMC4969264	Stud_Mycol
PMC4789034	Biomed_Res_Int
PMC4987730	Cell_Death_Differ
PMC4823780	AoB_Plants
PMC4810669	J_Virol
PMC4810645	J_Virol
PMC4769139	PLoS_One
PMC4941334	Oncotarget
PMC5320583	Microb_Genom
PMC4824011	Genome_Biol_Evol
PMC5410770	Mol_Plant_Microbe_Interact
PMC4762547	PLoS_One
PMC4759930	Microb_Cell_Fact
PMC4951001	Bacteriophage
PMC4783934	Int_J_Mol_Sci
PMC4756292	Front_Plant_Sci
PMC5322744	Methods_Enzymol
PMC5029519	Microorganisms
PMC4780597	Proc_Natl_Acad_Sci_U_S_A
PMC4754645	Sci_Rep
PMC4848408	Bioinformatics
PMC4753510	Sci_Rep
PMC4753401	Front_Plant_Sci
PMC4824031	Genome_Biol_Evol
PMC4849557	Science
PMC4751707	BMC_Res_Notes
PMC4810712	J_Virol
PMC4749711	Front_Microbiol
PMC4842252	Jundishapur_J_Microbiol
PMC5067614	New_Phytol
PMC4744058	PLoS_One
PMC4742808	Sci_Rep
PMC4752873	Cell
PMC4743118	Microb_Cell_Fact
PMC4742707	mBio
PMC4909128	J_Natl_Cancer_Inst
PMC4810781	Curr_Opin_Pediatr
PMC4735516	Sci_Rep
PMC4734536	Emerg_Infect_Dis
PMC4731192	J_Clin_Invest
PMC4712672	RNA
PMC4751810	J_Bacteriol
PMC4732748	PLoS_One
PMC4749426	Cell_Rep
PMC4731929	Genome_Biol
PMC4737758	Nat_Commun
PMC4727281	BMC_Evol_Biol
PMC4727276	Biol_Direct
PMC4725269	Appl_Environ_Microbiol
PMC4723357	PLoS_One
PMC5029164	ISME_J
PMC4718623	PLoS_One
PMC4717575	BMC_Biochem
PMC4889913	Nucleic_Acids_Res
PMC4885237	J_Hered
PMC4775120	Plant_Physiol
PMC4730855	Sci_Adv
PMC4725824	Sci_Rep
PMC4721102	Proc_Biol_Sci
PMC4714526	Mol_Ther_Methods_Clin_Dev
PMC5408274	J_R_Stat_Soc_Ser_C_Appl_Stat
PMC4710642	Mol_Breed
PMC5050043	Nat_Genet
PMC4707939	Front_Public_Health
PMC4705596	BMC_Complement_Altern_Med
PMC4716681	Am_J_Hum_Genet
PMC4709030	Cell_Stem_Cell
PMC4703900	Front_Microbiol
PMC4821684	Curr_Opin_Microbiol
PMC4764195	Hum_Mol_Genet
PMC4751623	Heredity_
PMC4725508	Proc_Natl_Acad_Sci_U_S_A
PMC4704257	Virol_J
PMC4711716	PLoS_One
PMC4701496	PLoS_One
PMC4685578	Philos_Trans_R_Soc_Lond_B_Biol_Sci
PMC5637405	Front_Biol_
PMC4698638	Sci_Rep
PMC4807377	Genet_Mol_Biol
PMC4710576	J_Clin_Virol
PMC4691804	Cold_Spring_Harb_Perspect_Med
PMC4882949	Genome_Announc
PMC4910294	Data_Brief
PMC7171721	Semin_Respir_Crit_Care_Med
PMC7150055	Essential_Human_Virology
PMC7149360	Viral_Pathogenesis
PMC7110881	Transfus_Clin_Biol
PMC7106102	Infect_Genet_Evol
PMC7103942	Virol_Rep
PMC7079800	Cell_Mol_Life_Sci
PMC5890779	J_Antimicrob_Chemother
PMC5397143	Nucleic_Acids_Res
PMC5204163	Proc_Biol_Sci
PMC5193452	PLoS_One
PMC5220435	Biomed_Res_Int
PMC5260102	BMC_Bioinformatics
PMC5191847	Int_J_Chron_Obstruct_Pulmon_Dis
PMC5174109	Front_Microbiol
PMC5174107	Front_Microbiol
PMC5221884	PLoS_Genet
PMC5204035	J_Vet_Sci
PMC5170593	Sci_Data
PMC5169069	Front_Microbiol
PMC5363316	Mol_Ther_Methods_Clin_Dev
PMC5214757	Ecol_Evol
PMC5203872	Biomed_Res_Int
PMC5306412	J_Assist_Reprod_Genet
PMC5322300	ISME_J
PMC5890702	J_Antimicrob_Chemother
PMC5217772	Mol_Genet_Metab_Rep
PMC5165115	Appl_Environ_Microbiol
PMC5158018	PLoS_One
PMC5156952	Front_Microbiol
PMC5156936	Sci_Rep
PMC5351039	Oncol_Lett
PMC5156398	PLoS_One
PMC5154569	PLoS_One
PMC5359413	Microb_Genom
PMC5149546	Front_Plant_Sci
PMC5356817	Oncotarget
